Student_ID,Class,Gender,School,Subject,Study_Hours_Per_Day,Attendance_%,Assignment_Completion_%,Sleep_Hours,Previous_Score,Final_Score,Grade,Study_Method,Internet_Access
STU1733,10,Male,Kendriya Vidyalaya,Social Studies,4.7,77.5,97.6,6.7,63.5,63.8,C,Self Study,Good
STU1734,12,Male,Modern School,Social Studies,0.5,73.5,61.2,5.5,70.9,56.6,D,Coaching,Average
STU1735,10,Male,St. Xavier's,English,3.4,81.0,76.4,6.0,59.3,65.2,C,Coaching,Good
STU1736,11,Female,Kendriya Vidyalaya,Social Studies,3.4,87.3,83.1,6.9,87.4,57.7,D,Coaching,Average
STU1737,9,Female,Delhi Public School,Social Studies,3.0,70.4,73.0,8.3,72.1,54.7,D,Study Group,Average
STU1738,12,Female,Kendriya Vidyalaya,Mathematics,2.0,84.5,94.6,6.7,56.8,38.2,D,Online Courses,Poor
STU1739,10,Male,Ryan International,Social Studies,5.0,100.0,100.0,7.5,79.6,65.5,C,Coaching,Good
STU1740,12,Female,St. Xavier's,Science,4.8,74.9,98.3,9.2,75.5,70.9,B,Study Group,Good
STU1741,9,Female,Ryan International,Social Studies,3.4,73.0,86.1,4.8,62.1,60.3,C,Self Study,Good
STU1742,11,Female,DAV Public School,Science,3.1,97.3,68.0,6.0,73.3,71.1,B,Coaching,Good
STU1743,10,Female,Delhi Public School,Computer Science,2.1,86.6,79.4,8.4,94.1,70.0,C,Online Courses,Good
STU1744,11,Male,Delhi Public School,English,2.2,98.4,69.6,6.6,73.6,57.4,D,Study Group,Average
STU1745,10,Female,Modern School,English,2.1,57.7,83.5,5.6,68.7,59.5,D,Self Study,Good
STU1746,12,Male,Delhi Public School,Computer Science,3.0,72.3,90.4,7.6,64.1,61.8,C,Online Courses,Good
STU1747,12,Female,Ryan International,English,1.6,98.3,78.2,6.1,60.0,72.7,B,Coaching,Average
STU1748,9,Male,DAV Public School,Social Studies,2.7,62.6,93.0,6.1,96.2,67.9,C,Study Group,Good
STU1749,11,Male,St. Xavier's,Mathematics,3.0,70.2,59.6,7.9,81.8,68.7,C,Study Group,Good
STU1750,10,Male,Kendriya Vidyalaya,Computer Science,4.1,72.8,84.1,5.9,63.1,74.2,B,Study Group,Good
STU1751,12,Male,Ryan International,Social Studies,2.8,91.3,66.2,8.1,64.6,63.1,C,Self Study,Good
STU1752,12,Female,Modern School,Science,4.0,70.9,66.5,9.0,74.4,50.9,D,Self Study,Good
STU1753,11,Male,DAV Public School,Social Studies,4.1,89.1,59.2,6.4,60.9,58.8,D,Self Study,Good
STU1754,10,Male,Ryan International,English,4.2,71.8,75.3,8.1,72.1,64.2,C,Online Courses,Good
STU1755,10,Female,St. Xavier's,Social Studies,0.9,80.7,88.1,7.4,81.3,67.7,C,Study Group,Good
STU1756,12,Female,Kendriya Vidyalaya,Computer Science,0.3,76.4,100.0,5.8,90.1,74.9,B,Self Study,Average
STU1757,11,Female,Delhi Public School,Computer Science,2.9,80.0,84.5,6.3,64.5,70.4,B,Online Courses,Average
STU1758,9,Female,Ryan International,English,3.6,73.8,66.4,7.3,73.6,63.1,C,Coaching,Average
STU1759,12,Female,Kendriya Vidyalaya,Social Studies,2.1,80.4,96.8,6.2,74.1,72.1,B,Online Courses,Good
STU1760,9,Male,Modern School,Mathematics,2.4,85.1,65.7,7.1,62.9,50.6,D,Self Study,Average
STU1761,10,Male,St. Xavier's,Social Studies,3.5,92.8,60.6,5.4,78.1,63.5,C,Study Group,Good
STU1762,11,Female,Modern School,Science,0.4,85.7,57.8,6.4,68.3,46.9,D,Online Courses,Good
STU1763,12,Male,DAV Public School,Computer Science,4.6,73.8,71.2,7.0,64.2,57.5,D,Study Group,Good
STU1764,11,Female,DAV Public School,Mathematics,1.0,89.8,69.2,10.0,73.8,55.1,D,Online Courses,Good
STU1765,11,Male,St. Xavier's,Science,4.4,69.4,84.5,6.2,56.8,65.2,C,Self Study,Average
STU1766,10,Male,Ryan International,Social Studies,3.8,84.7,94.4,7.4,94.4,67.0,C,Self Study,Good
STU1767,12,Female,Kendriya Vidyalaya,Computer Science,7.0,81.0,93.7,8.6,76.0,78.2,B,Coaching,Good
STU1768,10,Male,St. Xavier's,Computer Science,0.7,79.4,70.4,6.4,50.5,59.1,D,Study Group,Average
STU1769,9,Male,DAV Public School,Mathematics,0.3,93.2,73.0,6.8,73.1,52.3,D,Study Group,Good
STU1770,11,Female,Modern School,Social Studies,2.4,78.4,75.6,7.5,82.4,69.1,C,Online Courses,Poor
STU1771,11,Female,Modern School,Computer Science,2.1,64.4,95.2,7.4,71.5,62.3,C,Self Study,Average
STU1772,10,Male,Modern School,Mathematics,2.4,74.0,100.0,7.4,90.2,76.8,B,Self Study,Good
STU1773,12,Male,St. Xavier's,Computer Science,0.4,71.3,71.9,5.4,57.5,42.8,D,Self Study,Good
STU1774,12,Female,Delhi Public School,Computer Science,2.0,75.0,64.0,8.1,57.6,43.9,D,Study Group,Average
STU1775,10,Female,Modern School,Social Studies,1.0,73.5,91.5,6.3,73.8,68.8,C,Coaching,Average
STU1776,9,Male,Delhi Public School,English,2.7,85.7,51.7,6.9,79.5,52.9,D,Study Group,Good
STU1777,10,Male,DAV Public School,Computer Science,2.3,72.5,99.1,5.7,80.2,76.2,B,Coaching,Average
STU1778,9,Female,Ryan International,English,2.6,90.8,89.0,8.3,55.2,49.9,D,Self Study,Good
STU1779,10,Male,Ryan International,Computer Science,4.9,75.7,56.7,5.7,57.0,51.6,D,Self Study,Good
STU1780,12,Male,Modern School,Science,4.1,74.3,66.6,6.4,71.6,60.2,C,Self Study,Average
STU1781,10,Male,DAV Public School,Computer Science,5.5,95.5,77.2,6.4,50.0,72.5,B,Study Group,Average
STU1782,12,Female,St. Xavier's,Mathematics,2.3,79.0,82.4,7.4,66.0,55.1,D,Self Study,Average
STU1783,12,Male,Ryan International,Mathematics,0.3,90.4,66.0,6.8,68.1,59.6,D,Study Group,Good
STU1784,12,Female,Kendriya Vidyalaya,English,1.0,82.1,71.5,7.2,73.6,48.2,D,Online Courses,Good
STU1785,10,Male,Modern School,English,1.9,72.8,74.5,6.2,59.2,49.0,D,Study Group,Good
STU1786,11,Female,DAV Public School,Social Studies,1.0,87.3,89.2,7.0,75.0,57.6,D,Self Study,Average
STU1787,11,Female,Delhi Public School,Computer Science,3.6,88.7,87.9,7.0,78.8,61.0,C,Online Courses,Poor
STU1788,10,Male,Delhi Public School,Social Studies,3.0,84.5,79.9,8.6,69.9,64.3,C,Coaching,Good
STU1789,10,Female,DAV Public School,English,3.2,90.6,78.0,6.2,79.8,80.1,A,Online Courses,Good
STU1790,9,Male,DAV Public School,Mathematics,3.6,85.3,76.1,6.9,77.1,54.2,D,Coaching,Good
STU1791,12,Male,Modern School,Science,1.4,77.6,56.7,6.4,82.3,61.8,C,Coaching,Average
STU1792,10,Female,Delhi Public School,Computer Science,1.0,95.8,51.1,6.2,59.3,61.1,C,Coaching,Good
STU1793,9,Female,DAV Public School,Mathematics,3.1,80.2,86.0,7.4,63.2,68.0,C,Online Courses,Good
STU1794,10,Female,Delhi Public School,English,3.0,100.0,59.6,5.7,58.4,54.4,D,Study Group,Good
STU1795,12,Female,Delhi Public School,Mathematics,2.8,76.5,71.0,7.5,70.4,66.9,C,Online Courses,Average
STU1796,10,Female,Modern School,Computer Science,2.4,92.9,73.8,8.9,66.8,65.0,C,Coaching,Good
STU1797,10,Female,Modern School,Science,2.5,85.0,89.4,6.5,76.5,56.5,D,Study Group,Good
STU1798,10,Female,Kendriya Vidyalaya,Science,2.7,89.6,60.4,7.2,80.9,68.2,C,Study Group,Good
STU1799,12,Male,Delhi Public School,Mathematics,2.1,80.5,80.7,7.7,88.6,50.8,D,Study Group,Good
STU1800,10,Male,DAV Public School,Social Studies,7.4,82.8,85.7,4.6,93.9,71.2,B,Online Courses,Average
STU1801,10,Male,DAV Public School,Science,2.7,69.8,91.3,7.9,73.0,65.3,C,Self Study,Good
STU1802,12,Female,St. Xavier's,Science,4.3,76.0,58.1,7.5,85.6,72.9,B,Online Courses,Good
STU1803,12,Female,DAV Public School,Computer Science,1.7,73.0,53.0,5.6,51.1,45.5,D,Coaching,Good
STU1804,11,Male,Kendriya Vidyalaya,Mathematics,3.4,94.6,90.3,6.2,78.3,63.9,C,Self Study,Average
STU1805,11,Female,Ryan International,Mathematics,0.9,72.0,52.8,6.4,66.0,53.6,D,Self Study,Good
STU1806,12,Female,DAV Public School,Social Studies,3.1,92.4,81.1,5.8,76.0,65.6,C,Study Group,Poor
STU1807,10,Female,Modern School,Social Studies,0.7,68.4,100.0,6.0,70.0,53.3,D,Online Courses,Good
STU1808,12,Female,DAV Public School,Social Studies,2.2,74.5,80.9,7.1,67.6,64.7,C,Self Study,Average
STU1809,9,Male,Modern School,Science,3.5,82.1,59.7,6.0,68.1,55.5,D,Coaching,Poor
STU1810,12,Male,Kendriya Vidyalaya,Computer Science,3.2,96.3,59.9,6.1,72.5,61.7,C,Study Group,Good
STU1811,9,Male,DAV Public School,Social Studies,2.8,79.1,81.5,8.0,78.7,59.2,D,Coaching,Poor
STU1812,10,Male,St. Xavier's,Mathematics,3.9,61.4,89.2,5.8,78.4,67.9,C,Online Courses,Good
STU1813,11,Female,Kendriya Vidyalaya,Computer Science,3.6,96.8,73.6,7.9,56.2,53.4,D,Coaching,Good
STU1814,9,Female,St. Xavier's,Science,0.3,81.1,86.8,6.6,69.9,49.4,D,Online Courses,Average
STU1815,9,Female,St. Xavier's,Mathematics,3.3,63.8,86.1,5.1,62.9,61.7,C,Self Study,Poor
STU1816,9,Female,DAV Public School,Computer Science,1.7,62.2,75.1,5.1,78.7,54.7,D,Study Group,Average
STU1817,10,Female,Ryan International,Social Studies,3.1,74.9,100.0,7.7,70.3,64.0,C,Self Study,Good
STU1818,9,Male,Delhi Public School,English,5.9,85.0,67.6,7.9,86.3,68.2,C,Coaching,Good
STU1819,11,Female,Ryan International,Social Studies,4.9,78.7,100.0,6.0,64.9,62.3,C,Coaching,Average
STU1820,9,Female,DAV Public School,Mathematics,3.8,63.6,81.2,7.7,78.4,73.1,B,Coaching,Good
STU1821,11,Male,St. Xavier's,Mathematics,3.5,99.7,69.4,7.9,77.6,64.9,C,Coaching,Good
STU1822,10,Male,Ryan International,Computer Science,2.5,89.2,85.5,7.6,71.1,67.0,C,Study Group,Good
STU1823,9,Male,Ryan International,English,2.2,87.7,90.4,6.4,33.8,62.6,C,Online Courses,Good
STU1824,12,Male,Delhi Public School,Science,4.6,78.8,93.4,7.6,65.0,73.8,B,Self Study,Good
STU1825,9,Female,Modern School,Mathematics,0.6,90.3,80.8,8.1,70.2,48.7,D,Self Study,Average
STU1826,12,Female,DAV Public School,Social Studies,4.1,76.1,71.0,8.8,54.7,43.6,D,Self Study,Poor
STU1827,12,Female,Ryan International,Mathematics,3.1,92.5,79.2,8.7,91.3,64.0,C,Study Group,Good
STU1828,11,Male,Kendriya Vidyalaya,Mathematics,4.9,82.5,49.7,8.9,75.4,69.3,C,Study Group,Good
STU1829,11,Female,Ryan International,Computer Science,5.1,91.2,69.7,7.4,55.3,71.7,B,Coaching,Good
STU1830,9,Male,Modern School,English,2.0,77.6,58.8,7.5,56.2,63.1,C,Coaching,Good
STU1831,9,Female,Ryan International,Mathematics,1.8,87.5,82.5,5.9,30.0,43.8,D,Self Study,Good
STU1832,10,Male,St. Xavier's,English,3.4,91.6,90.0,6.2,91.6,68.1,C,Coaching,Poor
STU1833,10,Male,DAV Public School,Science,2.3,86.8,73.4,6.5,49.4,45.1,D,Self Study,Good
STU1834,12,Female,Delhi Public School,English,2.8,66.6,89.3,8.5,79.9,60.1,C,Online Courses,Average
STU1835,9,Female,Ryan International,Computer Science,2.6,91.9,76.4,7.3,73.7,70.8,B,Coaching,Good
STU1836,11,Male,DAV Public School,Social Studies,2.2,83.0,99.8,6.8,90.2,70.9,B,Study Group,Average
STU1837,12,Female,Kendriya Vidyalaya,Computer Science,1.6,73.6,83.2,5.9,76.3,46.9,D,Self Study,Good
STU1838,11,Female,Ryan International,Computer Science,0.3,76.6,61.8,6.9,72.7,53.9,D,Online Courses,Good
STU1839,12,Male,DAV Public School,Mathematics,5.0,84.1,90.4,5.7,60.8,74.8,B,Self Study,Good
STU1840,12,Male,Kendriya Vidyalaya,Science,2.9,71.9,64.9,8.9,64.7,57.9,D,Self Study,Average
STU1841,12,Female,Modern School,Mathematics,3.0,97.8,53.4,6.9,55.9,59.3,D,Online Courses,Good
STU1842,9,Male,DAV Public School,Social Studies,3.4,85.7,80.7,7.2,76.0,61.9,C,Self Study,Average
STU1843,11,Male,Ryan International,Science,3.4,81.4,65.5,8.4,98.0,57.6,D,Online Courses,Average
STU1844,10,Male,Modern School,Computer Science,2.5,74.4,69.0,6.6,53.1,62.9,C,Study Group,Good
STU1845,9,Female,St. Xavier's,Mathematics,2.7,97.7,84.9,5.9,53.9,67.1,C,Coaching,Good
STU1846,11,Male,Kendriya Vidyalaya,Computer Science,5.2,72.7,87.1,9.2,88.7,76.7,B,Online Courses,Poor
STU1847,11,Male,Delhi Public School,Science,1.3,60.5,84.4,6.5,46.1,51.7,D,Coaching,Good
STU1848,12,Female,Modern School,Social Studies,3.6,73.3,92.4,6.8,55.3,56.3,D,Study Group,Good
STU1849,11,Female,St. Xavier's,Social Studies,2.2,81.6,100.0,8.3,67.8,64.2,C,Study Group,Good
STU1850,10,Female,Modern School,Social Studies,0.8,100.0,44.8,6.8,55.8,59.9,D,Self Study,Good
STU1851,10,Male,DAV Public School,Mathematics,2.2,82.0,100.0,4.8,72.2,57.5,D,Online Courses,Average
STU1852,9,Male,Delhi Public School,Mathematics,3.5,79.8,100.0,5.5,88.3,74.3,B,Coaching,Average
STU1853,12,Male,DAV Public School,English,3.6,84.2,95.8,5.4,65.3,62.8,C,Coaching,Good
STU1854,9,Male,Modern School,Science,2.6,90.4,86.2,7.3,72.6,65.4,C,Online Courses,Good
STU1855,9,Male,Ryan International,English,1.9,81.8,75.3,7.5,81.9,51.2,D,Coaching,Good
STU1856,9,Female,Kendriya Vidyalaya,Science,2.6,81.2,100.0,8.7,65.6,60.3,C,Coaching,Good
STU1857,12,Female,St. Xavier's,Social Studies,2.9,95.7,100.0,6.6,76.6,63.8,C,Coaching,Average
STU1858,9,Male,Ryan International,Social Studies,1.1,89.1,100.0,7.9,52.7,56.5,D,Online Courses,Good
STU1859,12,Male,Modern School,English,2.2,83.0,54.7,6.7,86.4,64.9,C,Online Courses,Average
STU1860,9,Female,DAV Public School,Computer Science,0.3,88.0,61.6,4.8,72.1,41.4,D,Coaching,Good
STU1861,11,Male,St. Xavier's,Computer Science,3.6,80.7,92.0,7.1,78.4,73.4,B,Online Courses,Poor
STU1862,11,Male,Kendriya Vidyalaya,Social Studies,1.8,89.7,71.3,7.4,73.2,52.9,D,Coaching,Good
STU1863,9,Female,St. Xavier's,Social Studies,3.1,83.6,71.2,7.0,59.0,55.2,D,Online Courses,Average
STU1864,9,Male,Ryan International,Mathematics,1.8,92.6,97.9,5.7,72.8,65.9,C,Self Study,Good
STU1865,12,Female,Kendriya Vidyalaya,Computer Science,4.4,92.0,68.8,5.4,73.2,67.5,C,Coaching,Good
STU1866,9,Female,Kendriya Vidyalaya,English,3.4,88.4,70.3,7.5,65.7,66.0,C,Coaching,Poor
STU1867,10,Female,Ryan International,English,2.8,79.3,81.3,7.9,63.0,60.3,C,Coaching,Average
STU1868,10,Male,St. Xavier's,Mathematics,5.0,80.9,83.4,7.7,52.0,58.1,D,Online Courses,Good
STU1869,9,Male,Ryan International,Mathematics,2.8,78.5,83.6,6.9,74.8,73.8,B,Coaching,Poor
STU1870,10,Male,St. Xavier's,Social Studies,3.4,89.7,78.1,7.9,62.3,57.2,D,Study Group,Good
STU1871,10,Male,Ryan International,Science,0.3,65.7,69.0,8.3,75.9,56.9,D,Coaching,Good
STU1872,10,Male,St. Xavier's,English,1.6,89.1,64.9,7.7,73.0,55.7,D,Coaching,Poor
STU1873,10,Male,DAV Public School,English,4.3,91.3,91.3,8.3,55.6,69.6,C,Study Group,Good
STU1874,10,Female,Ryan International,English,3.3,88.4,86.6,6.6,60.0,63.1,C,Self Study,Good
STU1875,10,Female,Ryan International,Social Studies,0.3,65.8,77.7,6.2,65.6,47.2,D,Coaching,Good
STU1876,12,Male,DAV Public School,Computer Science,0.8,80.4,60.8,6.9,69.1,48.9,D,Study Group,Good
STU1877,9,Male,Delhi Public School,Social Studies,3.2,98.2,80.4,6.8,66.0,58.1,D,Self Study,Good
STU1878,10,Male,Modern School,Computer Science,2.2,77.8,61.4,7.1,54.9,52.6,D,Online Courses,Good
STU1879,12,Female,Ryan International,Social Studies,1.3,94.9,75.4,6.1,80.9,62.6,C,Coaching,Good
STU1880,10,Male,DAV Public School,Computer Science,5.8,96.5,69.8,6.5,84.5,82.5,A,Coaching,Average
STU1881,11,Male,Ryan International,English,1.1,83.2,55.9,7.2,84.2,59.8,D,Online Courses,Good
STU1882,10,Male,DAV Public School,English,3.0,91.5,79.8,6.4,67.9,44.5,D,Self Study,Average
STU1883,11,Female,Kendriya Vidyalaya,Science,4.2,87.6,95.5,6.8,93.5,81.8,A,Study Group,Average
STU1884,11,Male,Modern School,Science,4.2,86.2,100.0,7.1,70.8,67.3,C,Online Courses,Good
STU1885,10,Male,Ryan International,Computer Science,1.8,87.6,65.3,8.1,66.3,52.5,D,Coaching,Good
STU1886,9,Female,Ryan International,English,0.6,60.5,94.2,6.5,60.3,46.5,D,Online Courses,Good
STU1887,12,Male,Kendriya Vidyalaya,Science,2.3,93.9,73.6,9.3,64.5,55.0,D,Study Group,Average
STU1888,11,Male,DAV Public School,Science,2.2,85.5,97.0,5.1,80.5,71.9,B,Coaching,Good
STU1889,9,Female,St. Xavier's,Mathematics,4.1,75.7,70.8,8.2,78.2,51.2,D,Self Study,Poor
STU1890,10,Female,Ryan International,Social Studies,2.1,67.8,72.5,6.8,77.6,50.9,D,Online Courses,Average
STU1891,11,Female,Delhi Public School,English,1.9,87.2,61.2,5.8,47.2,41.5,D,Self Study,Good
STU1892,10,Male,St. Xavier's,Science,4.2,93.4,43.1,7.3,80.4,67.7,C,Self Study,Good
STU1893,9,Female,Modern School,English,5.7,81.6,52.6,5.5,62.1,55.4,D,Study Group,Poor
STU1894,11,Female,Ryan International,Mathematics,1.8,63.9,100.0,6.7,98.0,59.8,D,Self Study,Good
STU1895,10,Female,DAV Public School,Computer Science,2.0,82.8,70.6,7.5,58.0,48.8,D,Self Study,Good
STU1896,10,Female,DAV Public School,Computer Science,3.1,74.9,75.9,8.2,86.3,68.2,C,Online Courses,Average
STU1897,10,Male,Ryan International,Science,0.3,65.7,75.3,6.3,67.8,49.6,D,Coaching,Good
STU1898,11,Male,DAV Public School,Computer Science,3.8,68.4,93.8,6.7,66.5,49.1,D,Study Group,Good
STU1899,9,Male,Modern School,Science,1.4,88.6,83.0,6.7,72.2,49.1,D,Study Group,Average
STU1900,12,Male,Kendriya Vidyalaya,Mathematics,2.9,82.6,100.0,7.9,81.6,54.7,D,Study Group,Good
STU1901,11,Female,Delhi Public School,Science,1.1,86.6,65.8,6.1,54.4,58.2,D,Coaching,Average
STU1902,11,Female,Modern School,Mathematics,1.0,76.8,95.7,8.6,65.0,59.5,D,Study Group,Average
STU1903,10,Female,Delhi Public School,Social Studies,1.3,84.4,50.3,6.3,59.2,45.5,D,Study Group,Average
STU1904,9,Female,Ryan International,Mathematics,1.9,100.0,81.3,7.0,78.2,60.3,C,Self Study,Good
STU1905,12,Female,Modern School,Mathematics,2.2,78.6,68.5,7.7,84.0,57.2,D,Online Courses,Good
STU1906,12,Male,St. Xavier's,Mathematics,2.9,92.9,64.4,4.7,80.8,70.6,B,Online Courses,Good
STU1907,11,Male,Kendriya Vidyalaya,Social Studies,5.5,89.3,72.2,7.1,81.1,68.6,C,Coaching,Average
STU1908,10,Male,DAV Public School,Social Studies,1.5,86.7,69.7,8.0,74.9,63.9,C,Study Group,Poor
STU1909,10,Male,Delhi Public School,Science,3.3,72.7,60.9,5.2,66.6,60.5,C,Self Study,Good
STU1910,9,Female,Ryan International,Mathematics,4.3,91.8,83.1,7.1,67.7,60.4,C,Online Courses,Good
STU1911,12,Male,Ryan International,English,1.8,94.0,85.6,5.7,69.1,58.9,D,Coaching,Good
STU1912,12,Female,St. Xavier's,Social Studies,3.7,76.6,98.5,5.7,79.4,58.7,D,Study Group,Good
STU1913,10,Male,Modern School,English,3.7,81.2,89.8,7.7,70.6,59.7,D,Self Study,Poor
STU1914,10,Male,Ryan International,Science,4.6,79.6,84.1,7.5,71.4,64.7,C,Study Group,Good
STU1915,9,Female,St. Xavier's,Mathematics,1.6,75.9,100.0,6.7,75.4,68.1,C,Online Courses,Good
STU1916,9,Female,Delhi Public School,Science,3.3,71.5,83.8,5.9,69.9,63.6,C,Study Group,Good
STU1917,10,Male,Modern School,English,3.4,85.9,46.7,5.0,79.9,61.2,C,Coaching,Good
STU1918,12,Female,Kendriya Vidyalaya,Social Studies,2.4,78.8,91.7,7.6,80.4,63.9,C,Study Group,Good
STU1919,12,Male,Delhi Public School,Science,4.4,75.3,75.8,7.4,75.7,59.8,D,Study Group,Good
STU1920,10,Female,Ryan International,Social Studies,4.1,69.9,70.8,6.4,75.4,65.6,C,Study Group,Poor
STU1921,11,Male,Kendriya Vidyalaya,Computer Science,3.0,84.4,99.7,5.9,69.1,56.0,D,Self Study,Good
STU1922,10,Male,Delhi Public School,Computer Science,3.9,86.9,68.8,7.3,76.4,68.6,C,Online Courses,Average
STU1923,10,Male,Ryan International,English,2.3,79.6,81.8,5.6,83.3,60.1,C,Study Group,Poor
STU1924,12,Female,Delhi Public School,Computer Science,4.9,89.7,74.8,6.2,64.4,63.0,C,Online Courses,Average
STU1925,10,Female,DAV Public School,English,1.1,71.2,81.9,5.6,65.9,39.4,D,Coaching,Average
STU1926,12,Female,St. Xavier's,Science,4.2,79.0,68.8,5.5,78.6,54.9,D,Self Study,Good
STU1927,9,Female,Modern School,Science,3.4,77.8,51.8,8.0,73.5,65.8,C,Study Group,Poor
STU1928,12,Male,Delhi Public School,Science,0.3,82.6,92.8,8.0,60.0,42.4,D,Online Courses,Average
STU1929,9,Female,Kendriya Vidyalaya,Mathematics,3.2,97.0,74.2,5.1,30.0,31.1,D,Study Group,Good
STU1930,12,Female,Kendriya Vidyalaya,Social Studies,4.1,83.0,92.3,7.4,51.0,59.7,D,Coaching,Good
STU1931,12,Male,Delhi Public School,Computer Science,1.1,78.9,61.6,7.5,61.7,49.1,D,Study Group,Average
STU1932,10,Male,Modern School,Mathematics,1.9,81.4,94.0,8.5,55.7,57.6,D,Study Group,Good
STU1933,11,Female,Modern School,English,1.7,76.1,79.4,6.5,62.6,67.5,C,Online Courses,Average
STU1934,10,Male,DAV Public School,Computer Science,1.2,70.7,90.0,5.8,74.0,47.6,D,Study Group,Average
STU1935,9,Female,Ryan International,English,2.3,75.2,89.9,5.1,69.1,49.2,D,Coaching,Average
STU1936,10,Male,Ryan International,Computer Science,1.8,84.6,61.7,6.4,74.7,58.0,D,Coaching,Good
STU1937,10,Male,Delhi Public School,Social Studies,2.0,73.2,72.3,6.0,72.2,46.0,D,Self Study,Good
STU1938,9,Male,Modern School,English,4.4,90.3,84.6,6.3,61.4,66.0,C,Coaching,Good
STU1939,9,Male,Delhi Public School,Science,4.5,81.3,75.0,7.5,79.5,76.0,B,Study Group,Good
STU1940,12,Female,Delhi Public School,Science,1.3,73.1,100.0,7.6,58.2,53.3,D,Online Courses,Poor
STU1941,11,Female,Kendriya Vidyalaya,Mathematics,2.3,68.2,81.1,6.2,68.8,60.4,C,Self Study,Good
STU1942,12,Female,Ryan International,Mathematics,4.0,100.0,87.7,6.0,60.6,59.3,D,Online Courses,Good
STU1943,11,Male,Kendriya Vidyalaya,Social Studies,3.1,60.7,100.0,5.6,67.3,54.2,D,Self Study,Poor
STU1944,11,Male,Ryan International,English,2.9,85.4,78.8,8.2,53.6,63.6,C,Self Study,Good
STU1945,11,Male,St. Xavier's,Computer Science,2.4,81.1,88.6,6.8,67.5,59.0,D,Study Group,Average
STU1946,11,Female,Kendriya Vidyalaya,Science,2.0,89.8,71.3,7.5,72.1,57.0,D,Coaching,Good
STU1947,10,Female,Modern School,Social Studies,1.2,82.1,61.8,7.5,93.1,48.9,D,Online Courses,Poor
STU1948,9,Male,Kendriya Vidyalaya,Computer Science,4.8,69.5,75.6,5.8,42.2,29.2,D,Coaching,Good
STU1949,10,Female,DAV Public School,Mathematics,1.4,76.4,70.5,7.3,52.8,66.1,C,Study Group,Good
STU1950,10,Female,Delhi Public School,Social Studies,3.6,88.9,91.3,5.2,81.1,67.0,C,Study Group,Average
STU1951,9,Male,Modern School,Mathematics,1.5,89.9,100.0,8.6,76.9,62.5,C,Study Group,Average
STU1952,10,Female,DAV Public School,Computer Science,3.5,80.9,92.4,7.9,51.0,62.3,C,Coaching,Poor
STU1953,9,Male,DAV Public School,Computer Science,4.7,87.1,63.4,6.0,77.8,58.4,D,Coaching,Good
STU1954,9,Male,St. Xavier's,English,2.7,85.8,86.2,5.6,66.1,60.7,C,Self Study,Average
STU1955,10,Female,Ryan International,Mathematics,1.8,93.6,91.4,6.9,63.9,65.8,C,Study Group,Poor
STU1956,9,Female,Delhi Public School,English,4.0,100.0,58.5,7.1,98.0,70.6,B,Coaching,Good
STU1957,9,Female,Kendriya Vidyalaya,Computer Science,2.8,75.5,86.4,8.6,74.1,61.6,C,Study Group,Good
STU1958,11,Female,Modern School,English,1.8,85.9,73.7,6.5,65.9,68.8,C,Study Group,Good
STU1959,10,Male,Delhi Public School,Science,2.8,76.7,62.1,7.5,56.0,59.4,D,Self Study,Average
STU1960,9,Male,Ryan International,English,3.6,80.8,57.1,7.1,73.2,65.4,C,Coaching,Average
STU1961,11,Male,Modern School,Mathematics,3.5,81.0,74.1,6.6,91.4,63.7,C,Online Courses,Good
STU1962,10,Female,Ryan International,Science,3.6,100.0,62.1,7.1,62.2,77.7,B,Coaching,Average
STU1963,11,Female,Modern School,English,2.2,84.2,83.4,10.0,76.3,63.2,C,Online Courses,Good
STU1964,11,Male,St. Xavier's,Science,1.9,95.9,83.4,7.9,62.5,40.7,D,Coaching,Good
STU1965,12,Male,Kendriya Vidyalaya,Science,2.9,89.0,84.9,8.1,82.0,75.2,B,Self Study,Poor
STU1966,11,Female,Delhi Public School,Science,3.9,82.5,100.0,5.4,47.0,59.8,D,Self Study,Good
STU1967,9,Female,Delhi Public School,English,2.3,93.1,49.4,6.2,65.9,57.1,D,Coaching,Good
STU1968,10,Female,Ryan International,Science,1.6,83.0,86.4,6.8,73.8,62.9,C,Online Courses,Good
STU1969,10,Male,St. Xavier's,Science,4.6,79.7,63.3,7.2,77.6,63.2,C,Study Group,Good
STU1970,9,Male,Modern School,Computer Science,2.0,65.8,88.3,6.8,62.6,39.9,D,Self Study,Good
STU1971,10,Female,Modern School,English,1.9,79.1,63.4,6.5,80.1,56.8,D,Online Courses,Good
STU1972,12,Male,Modern School,Science,3.1,70.6,82.1,7.6,91.4,63.2,C,Online Courses,Good
STU1973,10,Female,Ryan International,Mathematics,1.5,75.4,62.1,5.1,68.5,51.4,D,Coaching,Good
STU1974,10,Female,DAV Public School,Mathematics,3.6,89.6,69.3,9.0,95.9,81.5,A,Coaching,Average
STU1975,9,Male,Kendriya Vidyalaya,English,3.5,87.2,99.8,6.6,79.5,72.0,B,Study Group,Average
STU1976,11,Male,Kendriya Vidyalaya,Mathematics,4.4,90.4,100.0,8.1,56.7,77.0,B,Study Group,Poor
STU1977,11,Female,Delhi Public School,English,1.9,77.5,78.4,7.7,73.9,68.2,C,Self Study,Good
